Text,Sentiment
user Just waiting for the numbers. No insights into them APP,positive sentiment
SNTS kills it,positive sentiment
APP goal EBITDA margin of 15%. The Dov dude is focused on 20%. 800 in sales at 15% to 20% that is lots of bacon,positive sentiment
"NFX - We have no current plans for a BBY app - No app for AMZN Kindle, Evernote, Hootsuite, Whatsapp, IDG.TO Kobo",negative sentiment
"ES_F Interesting parallel between apple AAP bubble,and the fed has your back bubble: AAP peaked with 4th phone.Fed peaked with 4th QE",negative sentiment
user: DIS Eyes on Disney... knocking 56 door again.,positive sentiment
ANTH today was a great entry point. Huge insiders and institutional bought here. Just recapitalized. High Target Price. ONG,positive sentiment
Three Dividend-Paying Guru Stocks - Sizemore Insights ADM CHK JNJ HNZ WFC DVA BBY,positive sentiment
user: AAP Motley fool says apple gets to 1k b4 GOOG on CNBC since AAP has 2.85x more stock it is already over 1200 IMHO,positive sentiment
E Competition egulators to fine MSFT before end of Mar for breaking 2009 promise to offer rival browsers in Win OS - 2nd failed to comply,negative sentiment
AAP holding weekly puts.,negative sentiment
"ed Daily Triangle on TPM,...... Open ong at 6.40",positive sentiment
"user: AAP Pigs Do Fly!! user slags TC for not listening to shareholders, not buying NFX twitter,or 1Bper wk stock!",positive sentiment
AAP to many people think the ip5s will be bigger/smaller or what ever but what if it was the watch? think dick tracy ? micro sized,positive sentiment
NEW Blog Post: Followup to Yesterday's Watchlist- ots of Movers DVA CSOD HES DXJ HD AXP CSX BAC OIH BBY,positive sentiment
AAP wouldn't be surprised to see retest of 435 level as new resistance sometimes this week,negative sentiment
VNG when it gets ugly like this is always time to buy 2.90 to 3.00 will start #1 entry buy tomorrow,positive sentiment
AAP when it gets ugly like this is always time to buy 410 to 420 will start #1 entry buy tomorrow #2 at 400 to 410 or 421,positive sentiment
ISIS we open anywhere here or under 16.75 we see 17.25 - easiest .50 cent trade ever,positive sentiment
EVC Bought more today for the 4th time - going much higher - all the major funds in media plays will buy this one - target easy 3.00+,positive sentiment
user: bet it all on AAP right now. ather bet on AAP 52 week low than all the vapour-ware 52 or A time highs.. poof,positive sentiment
Set ups I like for tomorrow: ZNGA BOX FB VMW GDOT W Others set ups I like:,positive sentiment
ong idea in MCHP for tomorrow,positive sentiment
user: AAP Who is gonna trade in their watch for an iWatch? what if your watch was actually an iphone?,positive sentiment
Market Wrap Video + Additions to Watch ist including: CYH DGIT EWBC NGS PKG,positive sentiment
"BAC 14,000 11,45 after-hour ... Somebody Know something ?",positive sentiment
"For those that believe GM still leads mrkt tops, recent action is not positive DIA SPY DJI SPX",negative sentiment
"More like 100. John is conservative user: APP Aims to Open 60-70 New Stores Over Next 3-5 Years next step, re-fi",positive sentiment
OXGN this stock has majort support at 4.00 range and should rebound hard back to 4.30+,positive sentiment
"user: AAP What point does this get delisted from the NAS 100? ? not while it is in the top 100 duh! currently #1 nasdaq, #2 world",positive sentiment
On Jan 24th we posted this video on aapl....no change...be careful...,negative sentiment
"trade idea Buy JIVE 16.80 , target 20 , cut below 15.70",positive sentiment
AAP Fib 50% retracement from 2006 low of 6.36 to 705.07 would be 355.72,negative sentiment
CYN on flag break or Over 43.00,positive sentiment
Over 64.05 may need to rest first,positive sentiment
PKG Over 42.46,positive sentiment
... cloudy big gap bottom? VMW #hammer,positive sentiment
#ContrAlert Don't Panic: Wall Street Is Going Crazy For Student oans -- But It's Not a #Bubble - SM,negative sentiment
ZNGA entire body is about 200 day moving average today for the first time!!!!!!!!!!!!,positive sentiment
AAP still flying off the shelves..,positive sentiment
GDI breakout on huge volume ! ooks ready to test the highs.,positive sentiment
SWFT Flagging for a move higher. Watch for a break over 14.30 with volume,positive sentiment
Watching AD for more upside. Breakout at 1.76.,positive sentiment
ZNGA Wants to breakout. 3.76 is short-term resistance.,positive sentiment
"AAP could buy back 100m shares for 40B, saving 1B/yr div payout! 35% discount on share price +10% value increase to shareholders win-win",positive sentiment
user: VZ 6.2 million of 9 million phones sold were AAP strongest period of sales since 2011 FIE THE CEO!,positive sentiment
"From the look of it ill be averaging down aapl around 380, there is no bottom around here.",negative sentiment
AAP Is Still Cool,positive sentiment
AAP will be buying on all dips today - an APP trade a day keeps the doctor away trade range 422 to 428 today,positive sentiment
NKD no rest for this stock as it soars into new highs,positive sentiment
CEG exactly what you want to see a stock do after basing / consolidating. New Highs,positive sentiment
HD - patience always pays off. Broke out to new highs,positive sentiment
OY worth eyeing - keeping on your watch list,positive sentiment
CPW is flirting with new 10yr highs in pre-market,positive sentiment
Watchlist for today TTNP SNTA IMM FM OEX DCTH,positive sentiment
VHC breakout watch 36.7+,positive sentiment
"ANTH +13% in PreM. HODING ONG. Average TP 2,6. Huge institutional and insiders bought in previuos week.",positive sentiment
E ready to break key resistanec at 65,positive sentiment
"SWHC still holding all my shares bought at 7.69. Have June10 Calls that are playing well too. Sold my MA9s yesterday, too soon.",positive sentiment
AN peeling some off,positive sentiment
AN taking more off,positive sentiment
I will short ASNA under 18.35.,negative sentiment
ACX watch it over 5.35.,positive sentiment
"V nice clean move above 160, close near here would be very bullish",positive sentiment
user: GOOG at 830 feels a OT like AAP at 705. .feels very overextended here. CATION are you afraid of that OW 800k Vol?,negative sentiment
ACAD trying to move over 6.50,positive sentiment
NDAQ triggered pennies yesterday and continues a bit today with volume of 16% of full day,positive sentiment
Whisper Expectations for F,positive sentiment
if AAP were as dead as some predict I would hope that the premium on puts/calls would be lower,positive sentiment
really having some anger boil over for missing NFX short on the gap today. not gonna chase.,negative sentiment
long a little TP,positive sentiment
BAC Here is the entry for the long IMO ot of Volume + over 11.65 !!!,positive sentiment
AAP in some lotto 500 calls for next week!,positive sentiment
"#13for2013 SCA & NKD are champs, both up 50%+ in 2013",positive sentiment
HES the latest target of increasing energy-focused activist investing. Investors can cash in. OXY,positive sentiment
STEM continuing move up - possiby getting some bounce from ANTH upgrade,positive sentiment
AN moving higher from consolidation of earnings pop,positive sentiment
"NS oad puts, HF is about to get blown up imo!",negative sentiment
"NKD mild divergence creeping in, could arguably ease back to mid 160's, but long-term rock solid",positive sentiment
JOE holding that 21-21.50 area for now but longer-term trend endangered,positive sentiment
"NAN like the daily and intraday setup, will try over 18.80",positive sentiment
user: AAP you know its a extremely bullish day in the market when apple is up 2% = 10 BIION!,positive sentiment
AXP - Boom-sha-ka-laka via user,positive sentiment
"CTGX rallied smartly from first support, strong breakout today, surprised so few follow this one",positive sentiment
"PO still some work to do, needs volume on any move higher from here",positive sentiment
AAP not falling getting ready for the next leg up?,positive sentiment
"Other longs are S down small, and FNP, NKE, C, MCHP in last two days",positive sentiment
"WFC Ho hum Giddy up CA eady to sprint to new high, BAC needs to clear 11.64 resistance",positive sentiment
AC tightening stop to 3.30 now,positive sentiment
AAP goes higher on European close.. IMHO,positive sentiment
CEE wants 51.82. Then I think it's time is up imo.,negative sentiment
ZOT Sold at 10.99 the shares I bought Mar 1 for 8.8,positive sentiment
"AAP hats off to user who dropped the last blood yesterday, should have split down!",positive sentiment
"HES another leg up- only position in the red yesterday, now well in the green",positive sentiment
CEE hit fib level 51.80.,negative sentiment
PFE sticking with!,positive sentiment
AN taking some off here,positive sentiment
I need to liste to the little devil on my shoulder more often > In 1000 MTG 5.17 lord help me lol,positive sentiment
Oh CEE....,negative sentiment
user: user 'old technology' are more expensive .Market not for AAP ~THINK more nano/phone/watch dick tracy not rolex,positive sentiment
MBI is stuck at 12.70ish. I say this is bullshit.,negative sentiment
"CMG While traveling through Kalamazoo, MI on Friday at 6:00, the place was empty. This is the growth hopes for the company. eshorted 325",negative sentiment
AAP iphone watch like this..,positive sentiment
"user: AAP wonder how many jumped on the short side with that 52 wk low, hardly ever smart to go short on lows or long on highs",positive sentiment
"CMG is not necessarily Kalamazoo, but towns like Kalamazoo. They will not buy a 7+ burrito, they don't see the value in it like I do.",negative sentiment
"AAP ppl buy Android cause it is cheap, but a phone that you wear like a watch cool Game changer! Think big! all the parts are there",positive sentiment
